Year,Units,Value
2015,Porcentaje,47.7
2016,Porcentaje,49.6
2017,Porcentaje,51.2
2018,Porcentaje,52.5
2019,Porcentaje,53.3
2020,Porcentaje,53.8
2021,Porcentaje,55.1
