Year,Units,Value
2015,Porcentaje,60.3
2016,Porcentaje,60.7
2017,Porcentaje,61.4
2018,Porcentaje,61.8
2019,Porcentaje,62.1
2020,Porcentaje,61.3
2021,Porcentaje,62.3
