Year,Units,Value
2015,Tasa de actividad empresarial,6.1
2016,Tasa de actividad empresarial,7.0
2017,Tasa de actividad empresarial,8.5
2018,Tasa de actividad empresarial,8.6
2019,Tasa de actividad empresarial,7.1
2020,Tasa de actividad empresarial,6.9
