Year,Units,Value
2015,Millones de metros cúbicos,5.61
2016,Millones de metros cúbicos,5.87
2017,Millones de metros cúbicos,5.81
2018,Millones de metros cúbicos,5.68
2019,Millones de metros cúbicos,5.52
2020,Millones de metros cúbicos,4.99
