Year,Units,Value
2014-2015,Porcentaje,35.6
2015-2016,Porcentaje,36.8
2016-2017,Porcentaje,43.0
2017-2018,Porcentaje,52.6
2018-2019,Porcentaje,51.5
2019-2020,Porcentaje,52.1
