Year,Value,Units
2014-2015,35.6,Percentatge
2015-2016,36.8,Percentatge
2016-2017,43.0,Percentatge
2017-2018,52.6,Percentatge
2018-2019,51.5,Percentatge
2019-2020,52.1,Percentatge
