Year,Value,Units
2015,47.7,Percentatge
2016,49.6,Percentatge
2017,51.2,Percentatge
2018,52.5,Percentatge
2019,53.3,Percentatge
2020,53.8,Percentatge
2021,55.1,Percentatge
