Year,Value,Units
2015,5.61,Milions de metres cúbics
2016,5.87,Milions de metres cúbics
2017,5.81,Milions de metres cúbics
2018,5.68,Milions de metres cúbics
2019,5.52,Milions de metres cúbics
2020,4.99,Milions de metres cúbics
