Year,Value,Units
2015,2.9,Índex (0-3)
2016,2.6,Índex (0-3)
2017,2.7,Índex (0-3)
2018,2.8,Índex (0-3)
2019,2.5,Índex (0-3)
2020,2.4,Índex (0-3)
