Year,Value,Units
2015,9.5,Mitjana de Ha
2016,15.3,Mitjana de Ha
2017,16.8,Mitjana de Ha
2018,11.1,Mitjana de Ha
2019,3.6,Mitjana de Ha
2020,2.3,Mitjana de Ha
