Year,Value,Units
2015,28.27,Km2
2016,28.32,Km2
2017,28.35,Km2
2018,28.53,Km2
2019,28.64,Km2
2015,17.6,m2 per habitant
2016,17.6,m2 per habitant
2017,17.5,m2 per habitant
2018,17.5,m2 per habitant
2019,17.5,m2 per habitant
