Year,Value,Units
2015,10.8,Diferencia entre respuestas positivas y negativas
2016,15.5,Diferencia entre respuestas positivas y negativas
2017,17.6,Diferencia entre respuestas positivas y negativas
2018,25.9,Diferencia entre respuestas positivas y negativas
2019,18.7,Diferencia entre respuestas positivas y negativas
2020,9.7,Diferencia entre respuestas positivas y negativas
