Year,Value,Units
2015,38.0,Kg por 1.000 euros de VAB
2016,32.4,Kg por 1.000 euros de VAB
2017,32.2,Kg por 1.000 euros de VAB
2018,35.2,Kg por 1.000 euros de VAB
