Year,Value,Units
2015,1.27,Kg/inhabitant/day
2016,1.29,Kg/inhabitant/day
2017,1.28,Kg/inhabitant/day
2018,1.34,Kg/inhabitant/day
2019,1.33,Kg/inhabitant/day
