Year,Units,Value
2015,Taxa d'activitat empresarial,6.1
2016,Taxa d'activitat empresarial,7.0
2017,Taxa d'activitat empresarial,8.5
2018,Taxa d'activitat empresarial,8.6
2019,Taxa d'activitat empresarial,7.1
2020,Taxa d'activitat empresarial,6.9
