Year,Units,Value
2015,Percentatge,47.7
2016,Percentatge,49.6
2017,Percentatge,51.2
2018,Percentatge,52.5
2019,Percentatge,53.3
2020,Percentatge,53.8
2021,Percentatge,55.1
