Year,Units,Value
2015,Escala de 0 a 10,6.5
2016,Escala de 0 a 10,6.7
2017,Escala de 0 a 10,6.7
2018,Escala de 0 a 10,6.7
2019,Escala de 0 a 10,6.5
2020,Escala de 0 a 10,6.1
2021,Escala de 0 a 10,6.4
