Year,Units,Value
2015,Euros,160.6
2016,Euros,185.3
2017,Euros,190.4
2018,Euros,211.5
2019,Euros,211.8
2020,Euros,229.3
2015,Percentatge,9.2
2016,Percentatge,11.0
2017,Percentatge,11.5
2018,Percentatge,12.9
2019,Percentatge,13.0
2020,Percentatge,13.9
